character,category,base_species,keep(Y/n)
Elio,protagonist,SPECIES_NECROZMA,Y
Elio,protagonist,SPECIES_NIHILEGO,Y
Elio,protagonist,SPECIES_PICHU,Y
Elio,protagonist,SPECIES_POPPLIO,Y
Elio,protagonist,SPECIES_ROCKRUFF,Y
Elio,protagonist,SPECIES_ROTOM,Y
Elio,protagonist,SPECIES_ROWLET,Y
Elio,protagonist,SPECIES_SPEAROW,Y
Elio,protagonist,SPECIES_STAKATAKA,Y
Elio,protagonist,SPECIES_TAPU_KOKO,Y
Elio,protagonist,SPECIES_TYPE_NULL,Y
Elio,protagonist,SPECIES_YUNGOOS,Y
Erika,gymleader,SPECIES_BELLSPROUT,Y
Erika,gymleader,SPECIES_BUDEW,Y
Erika,gymleader,SPECIES_BULBASAUR,Y
Erika,gymleader,SPECIES_CHARMANDER,Y
Erika,gymleader,SPECIES_CLEFFA,Y
Erika,gymleader,SPECIES_COMFEY,Y
Erika,gymleader,SPECIES_COTTONEE,Y
Erika,gymleader,SPECIES_CUBONE,Y
Erika,gymleader,SPECIES_DROWZEE,Y
Erika,gymleader,SPECIES_EEVEE,Y
Erika,gymleader,SPECIES_EXEGGCUTE,Y
Erika,gymleader,SPECIES_FOMANTIS,Y
Erika,gymleader,SPECIES_GRIMER,Y
Erika,gymleader,SPECIES_HAPPINY,Y
Erika,gymleader,SPECIES_HOPPIP,Y
Erika,gymleader,SPECIES_LILEEP,Y
Erika,gymleader,SPECIES_MANTYKE,Y
Erika,gymleader,SPECIES_ODDISH,Y
Erika,gymleader,SPECIES_PARAS,Y
Erika,gymleader,SPECIES_PETILIL,Y
Erika,gymleader,SPECIES_PICHU,Y
Erika,gymleader,SPECIES_PINSIR,Y
Erika,gymleader,SPECIES_PORYGON,Y
Erika,gymleader,SPECIES_SEEDOT,Y
Erika,gymleader,SPECIES_SEEL,Y
Erika,gymleader,SPECIES_SHELLDER,Y
Erika,gymleader,SPECIES_SNOVER,Y
Erika,gymleader,SPECIES_SWINUB,Y
Erika,gymleader,SPECIES_TANGELA,Y
Erika,gymleader,SPECIES_VULPIX,Y
Ethan,protagonist,SPECIES_AZURILL,Y
Ethan,protagonist,SPECIES_CYNDAQUIL,Y
Ethan,protagonist,SPECIES_HO_OH,Y
Ethan,protagonist,SPECIES_LUGIA,Y
Ethan,protagonist,SPECIES_PHANPY,Y
Ethan,protagonist,SPECIES_RAIKOU,Y
Ethan,protagonist,SPECIES_RATTATA,Y
Falkner,gymleader,SPECIES_AERODACTYL,Y
Falkner,gymleader,SPECIES_ARCEUS,Y
Falkner,gymleader,SPECIES_ARTICUNO,Y
Falkner,gymleader,SPECIES_CHARMANDER,Y
Falkner,gymleader,SPECIES_CHIKORITA,Y
Falkner,gymleader,SPECIES_CLEFFA,Y
Falkner,gymleader,SPECIES_CYNDAQUIL,Y
Falkner,gymleader,SPECIES_DELIBIRD,Y
Falkner,gymleader,SPECIES_DODUO,Y
Falkner,gymleader,SPECIES_ENTEI,Y
Falkner,gymleader,SPECIES_FARFETCHD,Y
Falkner,gymleader,SPECIES_GLIGAR,Y
Falkner,gymleader,SPECIES_GRIMER,Y
Falkner,gymleader,SPECIES_HOOTHOOT,Y
Falkner,gymleader,SPECIES_LUGIA,Y
Falkner,gymleader,SPECIES_MAREEP,Y
Falkner,gymleader,SPECIES_MURKROW,Y
Falkner,gymleader,SPECIES_NATU,Y
Falkner,gymleader,SPECIES_PICHU,Y
Falkner,gymleader,SPECIES_PIDGEY,Y
Falkner,gymleader,SPECIES_RAIKOU,Y
Falkner,gymleader,SPECIES_SKARMORY,Y
Falkner,gymleader,SPECIES_SPEAROW,Y
Falkner,gymleader,SPECIES_SPINARAK,Y
Falkner,gymleader,SPECIES_STARLY,Y
Falkner,gymleader,SPECIES_SUICUNE,Y
Falkner,gymleader,SPECIES_SUNKERN,Y
Falkner,gymleader,SPECIES_TAILLOW,Y
Falkner,gymleader,SPECIES_TOGEPI,Y
Falkner,gymleader,SPECIES_TOTODILE,Y
Falkner,gymleader,SPECIES_WINGULL,Y
Falkner,gymleader,SPECIES_ZAPDOS,Y
Falkner,gymleader,SPECIES_ZUBAT,Y
Fantina,gymleader,SPECIES_BRONZOR,Y
Fantina,gymleader,SPECIES_CHIMCHAR,Y
Fantina,gymleader,SPECIES_DIALGA,Y
Fantina,gymleader,SPECIES_DRIFLOON,Y
Fantina,gymleader,SPECIES_DUSKULL,Y
Fantina,gymleader,SPECIES_FRILLISH,Y
Fantina,gymleader,SPECIES_GASTLY,Y
Fantina,gymleader,SPECIES_GIRATINA,Y
Fantina,gymleader,SPECIES_GLAMEOW,Y
Fantina,gymleader,SPECIES_MESPRIT,Y
Fantina,gymleader,SPECIES_MISDREAVUS,Y
Fantina,gymleader,SPECIES_NOSEPASS,Y
Fantina,gymleader,SPECIES_PALKIA,Y
Fantina,gymleader,SPECIES_PIPLUP,Y
Fantina,gymleader,SPECIES_ROTOM,Y
Fantina,gymleader,SPECIES_SHUPPET,Y
Fantina,gymleader,SPECIES_SNORUNT,Y
Fantina,gymleader,SPECIES_SPIRITOMB,Y
Flannery,gymleader,SPECIES_CORPHISH,Y
Flannery,gymleader,SPECIES_GROWLITHE,Y
Flannery,gymleader,SPECIES_HOUNDOUR,Y
Flannery,gymleader,SPECIES_KYOGRE,Y
Flannery,gymleader,SPECIES_LITWICK,Y
Flannery,gymleader,SPECIES_LOTAD,Y
Flannery,gymleader,SPECIES_MAGBY,Y
Flannery,gymleader,SPECIES_NUMEL,Y
Flannery,gymleader,SPECIES_PICHU,Y
Flannery,gymleader,SPECIES_PONYTA,Y
Flannery,gymleader,SPECIES_SLUGMA,Y
Flannery,gymleader,SPECIES_TORCHIC,Y
Flannery,gymleader,SPECIES_TORKOAL,Y
Flannery,gymleader,SPECIES_VULPIX,Y
Flint,elite4,SPECIES_BUIZEL,Y
Flint,elite4,SPECIES_BUNEARY,Y
Flint,elite4,SPECIES_CHARMANDER,Y
Flint,elite4,SPECIES_CHIMCHAR,Y
Flint,elite4,SPECIES_DRIFLOON,Y
Flint,elite4,SPECIES_EEVEE,Y
Flint,elite4,SPECIES_ELEKID,Y
Flint,elite4,SPECIES_GIBLE,Y
Flint,elite4,SPECIES_GROWLITHE,Y
Flint,elite4,SPECIES_HOUNDOUR,Y
Flint,elite4,SPECIES_MAGBY,Y
Flint,elite4,SPECIES_MISDREAVUS,Y
Flint,elite4,SPECIES_ONIX,Y
Flint,elite4,SPECIES_PICHU,Y
Flint,elite4,SPECIES_PIPLUP,Y
Flint,elite4,SPECIES_PONYTA,Y
Flint,elite4,SPECIES_REGIGIGAS,Y
Flint,elite4,SPECIES_SHINX,Y
Flint,elite4,SPECIES_VULPIX,Y
Gardenia,gymleader,SPECIES_AIPOM,Y
Gardenia,gymleader,SPECIES_BELLSPROUT,Y
Gardenia,gymleader,SPECIES_BUDEW,Y
Gardenia,gymleader,SPECIES_BURMY,Y
Gardenia,gymleader,SPECIES_CACNEA,Y
Gardenia,gymleader,SPECIES_CARNIVINE,Y
Gardenia,gymleader,SPECIES_CHERUBI,Y
Gardenia,gymleader,SPECIES_COMBEE,Y
Gardenia,gymleader,SPECIES_CRANIDOS,Y
Gardenia,gymleader,SPECIES_DHELMISE,Y
Gardenia,gymleader,SPECIES_EEVEE,Y
Gardenia,gymleader,SPECIES_HOPPIP,Y
Gardenia,gymleader,SPECIES_MISDREAVUS,Y
Gardenia,gymleader,SPECIES_ODDISH,Y
Gardenia,gymleader,SPECIES_PACHIRISU,Y
Gardenia,gymleader,SPECIES_PIPLUP,Y
Gardenia,gymleader,SPECIES_PONYTA,Y
Gardenia,gymleader,SPECIES_SEEDOT,Y
Gardenia,gymleader,SPECIES_SEVIPER,Y
Gardenia,gymleader,SPECIES_SHINX,Y
Gardenia,gymleader,SPECIES_SHROOMISH,Y
Gardenia,gymleader,SPECIES_SUNKERN,Y
Gardenia,gymleader,SPECIES_TANGELA,Y
Gardenia,gymleader,SPECIES_TROPIUS,Y
Gardenia,gymleader,SPECIES_TURTWIG,Y
Gary,anime,SPECIES_ABRA,Y
Gary,anime,SPECIES_AERODACTYL,Y
Gary,anime,SPECIES_ARTICUNO,Y
Gary,anime,SPECIES_BULBASAUR,Y
Gary,anime,SPECIES_CATERPIE,Y
Gary,anime,SPECIES_CHARMANDER,Y
Gary,anime,SPECIES_DIALGA,Y
Gary,anime,SPECIES_DIGLETT,Y
Gary,anime,SPECIES_DODUO,Y
Gary,anime,SPECIES_EEVEE,Y
Gary,anime,SPECIES_ELEKID,Y
Gary,anime,SPECIES_GEODUDE,Y
Gary,anime,SPECIES_GROWLITHE,Y
Gary,anime,SPECIES_HATENNA,Y
Gary,anime,SPECIES_HERACROSS,Y
Gary,anime,SPECIES_HOOTHOOT,Y
Gary,anime,SPECIES_KRABBY,Y
Gary,anime,SPECIES_LARVITAR,Y
Gary,anime,SPECIES_MAGBY,Y
Gary,anime,SPECIES_MAGIKARP,Y
Gary,anime,SPECIES_MOLTRES,Y
Gary,anime,SPECIES_MUNCHLAX,Y
Gary,anime,SPECIES_NIDORAN_F,Y
Gary,anime,SPECIES_NIDORAN_M,Y
Gary,anime,SPECIES_ONIX,Y
Gary,anime,SPECIES_PALKIA,Y
Gary,anime,SPECIES_PICHU,Y
Gary,anime,SPECIES_PIDGEY,Y
Gary,anime,SPECIES_PONYTA,Y
Gary,anime,SPECIES_REGIDRAGO,Y
Gary,anime,SPECIES_REGIELEKI,Y
Gary,anime,SPECIES_RHYHORN,Y
Gary,anime,SPECIES_SCYTHER,Y
Gary,anime,SPECIES_SHIELDON,Y
Gary,anime,SPECIES_SLOWPOKE,Y
Gary,anime,SPECIES_SQUIRTLE,Y
Gary,anime,SPECIES_TAUROS,Y
Gary,anime,SPECIES_VULPIX,Y
Gary,anime,SPECIES_WEEDLE,Y
Gary,anime,SPECIES_WYNAUT,Y
Geeta,champion,SPECIES_BERGMITE,Y
Geeta,champion,SPECIES_CHESPIN,Y
Geeta,champion,SPECIES_DREEPY,Y
Geeta,champion,SPECIES_FLITTLE,Y
Geeta,champion,SPECIES_GLIMMET,Y
Geeta,champion,SPECIES_PAWNIARD,Y
Geeta,champion,SPECIES_SKIDDO,Y
Geeta,champion,SPECIES_VELUZA,Y
Ghetsis,villain,SPECIES_BOUFFALANT,Y
Ghetsis,villain,SPECIES_CROAGUNK,Y
Ghetsis,villain,SPECIES_DEINO,Y
Ghetsis,villain,SPECIES_ELGYEM,Y
Ghetsis,villain,SPECIES_KYUREM,Y
Ghetsis,villain,SPECIES_LARVESTA,Y
Ghetsis,villain,SPECIES_MUNNA,Y
Ghetsis,villain,SPECIES_PAWNIARD,Y
Ghetsis,villain,SPECIES_RESHIRAM,Y
Ghetsis,villain,SPECIES_RUFFLET,Y
Ghetsis,villain,SPECIES_SKORUPI,Y
Ghetsis,villain,SPECIES_TIRTOUGA,Y
Ghetsis,villain,SPECIES_TYMPOLE,Y
Ghetsis,villain,SPECIES_TYNAMO,Y
Ghetsis,villain,SPECIES_YAMASK,Y
Ghetsis,villain,SPECIES_ZEKROM,Y
Giovanni,villain,SPECIES_BELLSPROUT,Y
Giovanni,villain,SPECIES_CHARMANDER,Y
Giovanni,villain,SPECIES_CUBONE,Y
Giovanni,villain,SPECIES_DIGLETT,Y
Giovanni,villain,SPECIES_EEVEE,Y
Giovanni,villain,SPECIES_GASTLY,Y
Giovanni,villain,SPECIES_GEODUDE,Y
Giovanni,villain,SPECIES_GIBLE,Y
Giovanni,villain,SPECIES_GLIGAR,Y
Giovanni,villain,SPECIES_GUZZLORD,Y
Giovanni,villain,SPECIES_HIPPOPOTAS,Y
Giovanni,villain,SPECIES_KABUTO,Y
Giovanni,villain,SPECIES_KANGASKHAN,Y
Giovanni,villain,SPECIES_LAPRAS,Y
Giovanni,villain,SPECIES_MACHOP,Y
Giovanni,villain,SPECIES_MEOWTH,Y
Giovanni,villain,SPECIES_MEWTWO,Y
Giovanni,villain,SPECIES_MOLTRES,Y
Giovanni,villain,SPECIES_MUNCHLAX,Y
Giovanni,villain,SPECIES_MURKROW,Y
Giovanni,villain,SPECIES_NIDORAN_F,Y
Giovanni,villain,SPECIES_NIDORAN_M,Y
Giovanni,villain,SPECIES_ONIX,Y
Giovanni,villain,SPECIES_RHYHORN,Y
Giovanni,villain,SPECIES_SANDILE,Y
Giovanni,villain,SPECIES_SANDSHREW,Y
Giovanni,villain,SPECIES_TAUROS,Y
Giovanni,villain,SPECIES_TYROGUE,Y
Glacia,elite4,SPECIES_CELEBI,Y
Glacia,elite4,SPECIES_CUBCHOO,Y
Glacia,elite4,SPECIES_REGICE,Y
Glacia,elite4,SPECIES_REGIROCK,Y
Glacia,elite4,SPECIES_REGISTEEL,Y
Glacia,elite4,SPECIES_SNORUNT,Y
Glacia,elite4,SPECIES_SNOVER,Y
Glacia,elite4,SPECIES_SPHEAL,Y
Glacia,elite4,SPECIES_VANILLITE,Y
Gladion,rival,SPECIES_BULBASAUR,Y
Gladion,rival,SPECIES_CELESTEELA,Y
Gladion,rival,SPECIES_CHARMANDER,Y
Gladion,rival,SPECIES_COSMOG,Y
Gladion,rival,SPECIES_GRIMER,Y
Gladion,rival,SPECIES_GUZZLORD,Y
Gladion,rival,SPECIES_KOMALA,Y
Gladion,rival,SPECIES_MAGEARNA,Y
Gladion,rival,SPECIES_MAREANIE,Y
Gladion,rival,SPECIES_MEOWTH,Y
Gladion,rival,SPECIES_NECROZMA,Y
Gladion,rival,SPECIES_NIHILEGO,Y
Gladion,rival,SPECIES_PICHU,Y
Gladion,rival,SPECIES_PORYGON,Y
Gladion,rival,SPECIES_RIOLU,Y
Gladion,rival,SPECIES_ROCKRUFF,Y
Gladion,rival,SPECIES_SNEASEL,Y
Gladion,rival,SPECIES_SQUIRTLE,Y
Gladion,rival,SPECIES_TAPU_KOKO,Y
Gladion,rival,SPECIES_TAPU_LELE,Y
Gladion,rival,SPECIES_TURTONATOR,Y
Gladion,rival,SPECIES_TYPE_NULL,Y
Gladion,rival,SPECIES_XURKITREE,Y
Gladion,rival,SPECIES_ZORUA,Y
Gladion,rival,SPECIES_ZUBAT,Y
Gladion,rival,SPECIES_ZYGARDE,Y
Gloria,protagonist,SPECIES_GROOKEY,Y
Gloria,protagonist,SPECIES_KUBFU,Y
Gloria,protagonist,SPECIES_SCORBUNNY,Y
Gloria,protagonist,SPECIES_SOBBLE,Y
Gloria,protagonist,SPECIES_ZACIAN,Y
Goh,anime,SPECIES_BULBASAUR,Y
Goh,anime,SPECIES_BUNNELBY,Y
Goh,anime,SPECIES_CHEWTLE,Y
Goh,anime,SPECIES_CUBONE,Y
Goh,anime,SPECIES_CYNDAQUIL,Y
Goh,anime,SPECIES_DARUMAKA,Y
Goh,anime,SPECIES_DIGLETT,Y
Goh,anime,SPECIES_DURANT,Y
Goh,anime,SPECIES_EEVEE,Y
Goh,anime,SPECIES_ETERNATUS,Y
Goh,anime,SPECIES_EXEGGCUTE,Y
Goh,anime,SPECIES_FEEBAS,Y
Goh,anime,SPECIES_FLABEBE,Y
Goh,anime,SPECIES_GOLETT,Y
Goh,anime,SPECIES_GROOKEY,Y
Goh,anime,SPECIES_HERACROSS,Y
Goh,anime,SPECIES_HORSEA,Y
Goh,anime,SPECIES_LOTAD,Y
Goh,anime,SPECIES_LUGIA,Y
Goh,anime,SPECIES_MOLTRES,Y
Goh,anime,SPECIES_MUNCHLAX,Y
Goh,anime,SPECIES_NICKIT,Y
Goh,anime,SPECIES_PICHU,Y
Goh,anime,SPECIES_PINSIR,Y
Goh,anime,SPECIES_REGIELEKI,Y
Goh,anime,SPECIES_ROTOM,Y
Goh,anime,SPECIES_SCORBUNNY,Y
Goh,anime,SPECIES_SCYTHER,Y
Goh,anime,SPECIES_SHELLDER,Y
Goh,anime,SPECIES_SILICOBRA,Y
Goh,anime,SPECIES_SLOWPOKE,Y
Goh,anime,SPECIES_SOBBLE,Y
Goh,anime,SPECIES_SUICUNE,Y
Goh,anime,SPECIES_SUNKERN,Y
Goh,anime,SPECIES_TRUBBISH,Y
Goh,anime,SPECIES_TURTONATOR,Y
Goh,anime,SPECIES_TYMPOLE,Y
Goh,anime,SPECIES_VULPIX,Y
Goh,anime,SPECIES_WHISMUR,Y
Goh,anime,SPECIES_ZACIAN,Y
Goh,anime,SPECIES_ZAMAZENTA,Y
Goh,anime,SPECIES_ZIGZAGOON,Y
Gordie,gymleader,SPECIES_BINACLE,Y
Gordie,gymleader,SPECIES_ETERNATUS,Y
Gordie,gymleader,SPECIES_LAPRAS,Y
Gordie,gymleader,SPECIES_LARVITAR,Y
Gordie,gymleader,SPECIES_ROLYCOLY,Y
Gordie,gymleader,SPECIES_SCRAGGY,Y
Gordie,gymleader,SPECIES_SHUCKLE,Y
Gordie,gymleader,SPECIES_SOBBLE,Y
Gordie,gymleader,SPECIES_STONJOURNER,Y
Grant,gymleader,SPECIES_AMAURA,Y
Grant,gymleader,SPECIES_MIMEJR,Y
Grant,gymleader,SPECIES_ONIX,Y
Grant,gymleader,SPECIES_PAWNIARD,Y
Grant,gymleader,SPECIES_RHYHORN,Y
Grant,gymleader,SPECIES_SURSKIT,Y
Grant,gymleader,SPECIES_TYRUNT,Y
Grant,gymleader,SPECIES_XERNEAS,Y
Grant,gymleader,SPECIES_YVELTAL,Y
Grimsley,elite4,SPECIES_ABSOL,Y
Grimsley,elite4,SPECIES_CARVANHA,Y
Grimsley,elite4,SPECIES_DRILBUR,Y
Grimsley,elite4,SPECIES_GENESECT,Y
Grimsley,elite4,SPECIES_GOLETT,Y
Grimsley,elite4,SPECIES_HOUNDOUR,Y
Grimsley,elite4,SPECIES_KLINK,Y
Grimsley,elite4,SPECIES_LANDORUS,Y
Grimsley,elite4,SPECIES_LARVITAR,Y
Grimsley,elite4,SPECIES_MARACTUS,Y
Grimsley,elite4,SPECIES_MURKROW,Y
Grimsley,elite4,SPECIES_PAWNIARD,Y
Grimsley,elite4,SPECIES_PURRLOIN,Y
Grimsley,elite4,SPECIES_SANDILE,Y
Grimsley,elite4,SPECIES_SCRAGGY,Y
Grimsley,elite4,SPECIES_SKORUPI,Y
Grimsley,elite4,SPECIES_THUNDURUS,Y
Grimsley,elite4,SPECIES_TORNADUS,Y
Grusha,gymleader,SPECIES_CETODDLE,Y
Grusha,gymleader,SPECIES_CUBCHOO,Y
Grusha,gymleader,SPECIES_HATENNA,Y
Grusha,gymleader,SPECIES_PSYDUCK,Y
Grusha,gymleader,SPECIES_SNEASEL,Y
Grusha,gymleader,SPECIES_SNOM,Y
Grusha,gymleader,SPECIES_SNORUNT,Y
Grusha,gymleader,SPECIES_SPRIGATITO,Y
Grusha,gymleader,SPECIES_SWABLU,Y
Grusha,gymleader,SPECIES_VULPIX,Y
Guzma,villain,SPECIES_BLACEPHALON,Y
Guzma,villain,SPECIES_BUZZWOLE,Y
Guzma,villain,SPECIES_CELESTEELA,Y
Guzma,villain,SPECIES_COSMOG,Y
Guzma,villain,SPECIES_GRUBBIN,Y
Guzma,villain,SPECIES_GUZZLORD,Y
Guzma,villain,SPECIES_JANGMO_O,Y
Guzma,villain,SPECIES_KANGASKHAN,Y
Guzma,villain,SPECIES_LITTEN,Y
Guzma,villain,SPECIES_NECROZMA,Y
Guzma,villain,SPECIES_NIHILEGO,Y
Guzma,villain,SPECIES_PHEROMOSA,Y
Guzma,villain,SPECIES_PICHU,Y
Guzma,villain,SPECIES_PINSIR,Y
Guzma,villain,SPECIES_POPPLIO,Y
Guzma,villain,SPECIES_SCYTHER,Y
Guzma,villain,SPECIES_SPINARAK,Y
Guzma,villain,SPECIES_SURSKIT,Y
Guzma,villain,SPECIES_TAPU_BULU,Y
Guzma,villain,SPECIES_TYPE_NULL,Y
Guzma,villain,SPECIES_WIMPOD,Y
Guzma,villain,SPECIES_XURKITREE,Y
Hala,gymleader,SPECIES_BUZZWOLE,Y
Hala,gymleader,SPECIES_COSMOG,Y
Hala,gymleader,SPECIES_CRABRAWLER,Y
Hala,gymleader,SPECIES_KARTANA,Y
Hala,gymleader,SPECIES_LITTEN,Y
Hala,gymleader,SPECIES_MACHOP,Y
Hala,gymleader,SPECIES_MAKUHITA,Y
Hala,gymleader,SPECIES_MANKEY,Y
Hala,gymleader,SPECIES_MEOWTH,Y
Hala,gymleader,SPECIES_MINIOR,Y
Hala,gymleader,SPECIES_PHEROMOSA,Y
Hala,gymleader,SPECIES_POLIWAG,Y
Hala,gymleader,SPECIES_POPPLIO,Y
Hala,gymleader,SPECIES_RATTATA,Y
Hala,gymleader,SPECIES_RIOLU,Y
Hala,gymleader,SPECIES_ROCKRUFF,Y
Hala,gymleader,SPECIES_ROWLET,Y
Hala,gymleader,SPECIES_SANDSHREW,Y
Hala,gymleader,SPECIES_SNEASEL,Y
Hala,gymleader,SPECIES_STUFFUL,Y
Hala,gymleader,SPECIES_TAPU_FINI,Y
Hala,gymleader,SPECIES_WIMPOD,Y
Hala,gymleader,SPECIES_YUNGOOS,Y
Hapu,gymleader,SPECIES_BLACEPHALON,Y
Hapu,gymleader,SPECIES_CORSOLA,Y
Hapu,gymleader,SPECIES_COSMOG,Y
Hapu,gymleader,SPECIES_CRABRAWLER,Y
Hapu,gymleader,SPECIES_DIGLETT,Y
Hapu,gymleader,SPECIES_GOLETT,Y
Hapu,gymleader,SPECIES_GRUBBIN,Y
Hapu,gymleader,SPECIES_MUDBRAY,Y
Hapu,gymleader,SPECIES_NECROZMA,Y
Hapu,gymleader,SPECIES_ORICORIO,Y
Hapu,gymleader,SPECIES_PICHU,Y
Hapu,gymleader,SPECIES_ROCKRUFF,Y
Hapu,gymleader,SPECIES_SANDILE,Y
Hapu,gymleader,SPECIES_SHELLOS,Y
Hapu,gymleader,SPECIES_TAPU_FINI,Y
Hapu,gymleader,SPECIES_TRAPINCH,Y
Hapu,gymleader,SPECIES_XURKITREE,Y
Hassel,elite4,SPECIES_APPLIN,Y
Hassel,elite4,SPECIES_AXEW,Y
Hassel,elite4,SPECIES_DRATINI,Y
Hassel,elite4,SPECIES_DURALUDON,Y
Hassel,elite4,SPECIES_FRIGIBAX,Y
Hassel,elite4,SPECIES_FUECOCO,Y
Hassel,elite4,SPECIES_GIBLE,Y
Hassel,elite4,SPECIES_NOIBAT,Y
Hassel,elite4,SPECIES_SKRELP,Y
Hassel,elite4,SPECIES_SMOLIV,Y
Hassel,elite4,SPECIES_TERAPAGOS,Y
Hau,champion,SPECIES_BLACEPHALON,Y
Hau,champion,SPECIES_BUZZWOLE,Y
Hau,champion,SPECIES_CELESTEELA,Y
Hau,champion,SPECIES_COSMOG,Y
Hau,champion,SPECIES_CRABRAWLER,Y
Hau,champion,SPECIES_EEVEE,Y
Hau,champion,SPECIES_EXEGGCUTE,Y
Hau,champion,SPECIES_GUZZLORD,Y
Hau,champion,SPECIES_KOMALA,Y
Hau,champion,SPECIES_LITTEN,Y
Hau,champion,SPECIES_MEOWTH,Y
Hau,champion,SPECIES_NECROZMA,Y
Hau,champion,SPECIES_NIHILEGO,Y
Hau,champion,SPECIES_NOIBAT,Y
Hau,champion,SPECIES_PHEROMOSA,Y
Hau,champion,SPECIES_PICHU,Y
Hau,champion,SPECIES_POPPLIO,Y
Hau,champion,SPECIES_PORYGON,Y
Hau,champion,SPECIES_ROWLET,Y
Hau,champion,SPECIES_STAKATAKA,Y
Hau,champion,SPECIES_TAPU_FINI,Y
Hau,champion,SPECIES_TAPU_KOKO,Y
Hau,champion,SPECIES_TAUROS,Y
Hau,champion,SPECIES_TYPE_NULL,Y
Hau,champion,SPECIES_YUNGOOS,Y
Hau,champion,SPECIES_ZUBAT,Y
Hilbert,protagonist,SPECIES_EEVEE,Y
Hilbert,protagonist,SPECIES_GENESECT,Y
Hilbert,protagonist,SPECIES_KYUREM,Y
Hilbert,protagonist,SPECIES_OSHAWOTT,Y
Hilbert,protagonist,SPECIES_POOCHYENA,Y
Hilbert,protagonist,SPECIES_RESHIRAM,Y
Hilbert,protagonist,SPECIES_THUNDURUS,Y
Hilbert,protagonist,SPECIES_ZEKROM,Y
Hilda,protagonist,SPECIES_CLOBBOPUS,Y
Hilda,protagonist,SPECIES_DIANCIE,Y
Hilda,protagonist,SPECIES_EEVEE,Y
Hilda,protagonist,SPECIES_IRON_LEAVES,Y
Hilda,protagonist,SPECIES_MIENFOO,Y
Hilda,protagonist,SPECIES_RESHIRAM,Y
Hilda,protagonist,SPECIES_TEPIG,Y
Hilda,protagonist,SPECIES_TORNADUS,Y
Hilda,protagonist,SPECIES_VICTINI,Y
Hilda,protagonist,SPECIES_ZEKROM,Y
Hop,rival,SPECIES_ARROKUDA,Y
Hop,rival,SPECIES_ARTICUNO,Y
Hop,rival,SPECIES_CHARMANDER,Y
Hop,rival,SPECIES_CRAMORANT,Y
Hop,rival,SPECIES_ETERNATUS,Y
Hop,rival,SPECIES_GROOKEY,Y
Hop,rival,SPECIES_HATENNA,Y
Hop,rival,SPECIES_MACHOP,Y
Hop,rival,SPECIES_MOLTRES,Y
Hop,rival,SPECIES_MUNCHLAX,Y
Hop,rival,SPECIES_PINCURCHIN,Y
Hop,rival,SPECIES_REGICE,Y
Hop,rival,SPECIES_REGIROCK,Y
Hop,rival,SPECIES_REGISTEEL,Y
Hop,rival,SPECIES_ROOKIDEE,Y
Hop,rival,SPECIES_SCORBUNNY,Y
Hop,rival,SPECIES_SOBBLE,Y
Hop,rival,SPECIES_WOOLOO,Y
Hop,rival,SPECIES_ZACIAN,Y
Hop,rival,SPECIES_ZAMAZENTA,Y
Hop,rival,SPECIES_ZAPDOS,Y
Hugh,rival,SPECIES_BOUFFALANT,Y
Hugh,rival,SPECIES_CROAGUNK,Y
Hugh,rival,SPECIES_DEERLING,Y
Hugh,rival,SPECIES_DEINO,Y
Hugh,rival,SPECIES_FOONGUS,Y
Hugh,rival,SPECIES_GRIMER,Y
Hugh,rival,SPECIES_GROWLITHE,Y
Hugh,rival,SPECIES_IGGLYBUFF,Y
Hugh,rival,SPECIES_KARRABLAST,Y
Hugh,rival,SPECIES_KLINK,Y
Hugh,rival,SPECIES_OSHAWOTT,Y
Hugh,rival,SPECIES_PANPOUR,Y
Hugh,rival,SPECIES_PANSAGE,Y
Hugh,rival,SPECIES_PANSEAR,Y
Hugh,rival,SPECIES_PIDOVE,Y
Hugh,rival,SPECIES_PURRLOIN,Y
Hugh,rival,SPECIES_SEVIPER,Y
Hugh,rival,SPECIES_SNIVY,Y
Hugh,rival,SPECIES_TEPIG,Y
Hugh,rival,SPECIES_TRAPINCH,Y
Hugh,rival,SPECIES_TYNAMO,Y
Iono,gymleader,SPECIES_CHARCADET,Y
Iono,gymleader,SPECIES_ELEKID,Y
Iono,gymleader,SPECIES_FLUTTER_MANE,Y
Iono,gymleader,SPECIES_MAGNEMITE,Y
Iono,gymleader,SPECIES_MISDREAVUS,Y
Iono,gymleader,SPECIES_PAWMI,Y
Iono,gymleader,SPECIES_PICHU,Y
Iono,gymleader,SPECIES_RAGING_BOLT,Y
Iono,gymleader,SPECIES_SHINX,Y
Iono,gymleader,SPECIES_SPRIGATITO,Y
Iono,gymleader,SPECIES_TADBULB,Y
Iono,gymleader,SPECIES_VOLTORB,Y
Iono,gymleader,SPECIES_WATTREL,Y
Iris,champion,SPECIES_ARCHEN,Y
Iris,champion,SPECIES_ARON,Y
Iris,champion,SPECIES_AXEW,Y
Iris,champion,SPECIES_BAGON,Y
Iris,champion,SPECIES_CRYOGONAL,Y
Iris,champion,SPECIES_DEINO,Y
Iris,champion,SPECIES_DRUDDIGON,Y
Iris,champion,SPECIES_JOLTIK,Y
Iris,champion,SPECIES_LAPRAS,Y
Iris,champion,SPECIES_POIPOLE,Y
Iris,champion,SPECIES_RUFFLET,Y
Iris,champion,SPECIES_TIRTOUGA,Y
